question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_008_77FDE37A,FB_008_77FDE37A_H3,Llama 3 70B Instruct,dollar_amount,$1.49 ,$1.08 ,True,"The dividend declared per share seems suspiciously low compared to the previous year's dividend of $1.90 per share, and the year-over-year change appears unusual for a stable industrial company like 3M.",medium,2,7
FB_008_77FDE37A,FB_008_77FDE37A_H2,Llama 3 70B Instruct,dollar_amount,$1.49 ,$1.90 ,False,,,2,7
FB_008_77FDE37A,FB_008_77FDE37A_H1,Llama 3 70B Instruct,dollar_amount,$5.76 ,$7.92 ,True,"The total dividend paid per share for FY 2020 seems unusually high compared to the other years, and the year-over-year change appears unusual for a stable industrial company like 3M.",medium,2,7
FB_009_ABDB2F6B,FB_009_ABDB2F6B_H2,Llama 3 70B Instruct,dollar_amount,"$1,025 million","$1,274 million",True,"The calculation for average PP&E uses $1,274 million, which is not provided as a separate data point. This inconsistency raises suspicion.",high,3,7
FB_009_ABDB2F6B,FB_009_ABDB2F6B_H1,Llama 3 70B Instruct,dollar_amount,"$1,037 million","$1,435 million",True,"The calculation for average PP&E uses $1,274 million, which is not provided as a separate data point. This inconsistency raises suspicion.",high,3,7
FB_010_CBE1B721,FB_010_CBE1B721_H2,Llama 3 70B Instruct,percentage,3.3%,14.3%,True,The calculated percentage seems unusually high compared to the other years. A 14.3% capex to revenue ratio is unusually high for a stable company like Activision Blizzard.,high,2,8
FB_010_CBE1B721,FB_010_CBE1B721_H1,Llama 3 70B Instruct,percentage,5.1%,16.3%,True,"The calculation seems incorrect. The correct calculation should be (2.9% + 5.1% + 2.9%) / 3, not (2.9% + 3.3% + 16.3%) / 3.",high,2,8
FB_011_F50BA584,FB_011_F50BA584_H2,Llama 3 70B Instruct,dollar_amount,"$1,626 million","$1,051 million",False,,,1,7
FB_011_F50BA584,FB_011_F50BA584_H1,Llama 3 70B Instruct,dollar_amount,"$1,660 million","$1,034 million",False,,,1,7
FB_012_41487F3A,FB_012_41487F3A_H2,Llama 3 70B Instruct,dollar_amount,"$2,825 million","$2,035 million",True,"The calculation for year-over-year change uses $2,825 million as the FY2016 operating income, but the primary metric claims it is $2,035 million.",high,2,4
FB_012_41487F3A,FB_012_41487F3A_H1,Llama 3 70B Instruct,percentage,21.3%,32.8%,True,"The calculation shows a year-over-year change of 32.8%, but the rounded percentage change is reported as 21.3%, which is inconsistent.",high,2,4
FB_013_E5C83D85,FB_013_E5C83D85_H2,Llama 3 70B Instruct,dollar_amount,"$2,927 million","$2,397 million",False,,,1,6
FB_013_E5C83D85,FB_013_E5C83D85_H1,Llama 3 70B Instruct,dollar_amount,"$2,628 million","$3,504 million",True,"The reported cash from operations for FY2015 seems suspiciously high compared to FY2016 and FY2017, which are significantly lower.",medium,1,6
FB_014_3C2ED91D,FB_014_3C2ED91D_H2,Llama 3 70B Instruct,percentage,32.9%,38.5%,True,The operating margin is suspiciously high compared to the calculated value from the provided revenue and operating income figures.,high,2,7
FB_014_3C2ED91D,FB_014_3C2ED91D_H1,Llama 3 70B Instruct,dollar_amount,"$5,786 million","$4,381 million",False,,,2,7
FB_015_5E139DB3,FB_015_5E139DB3_H2,Llama 3 70B Instruct,dollar_amount,"$4,895 million","$3,695 million",True,"The reported free cash flow value is lower than the operating cash flow value, which is unusual",medium,2,6
FB_015_5E139DB3,FB_015_5E139DB3_H1,Llama 3 70B Instruct,dollar_amount,"$3,396 million","$4,076 million",False,,,2,6
FB_017_4ABE7642,FB_017_4ABE7642_H3,Llama 3 70B Instruct,dollar_amount,"$8,814 million","$11,608 million",True,"The COGS value used in the inventory turnover ratio calculation ($11,413 million) does not match the reported COGS value for FY2022 ($11,608 million). This inconsistency raises concerns about the accuracy of the calculation.",high,2,5
FB_017_4ABE7642,FB_017_4ABE7642_H2,Llama 3 70B Instruct,dollar_amount,"$8,187 million","$5,621 million",True,"The COGS for FY2021 seems suspiciously low compared to the COGS for FY2022, which is $11,608 million. A 107% increase in COGS from FY2021 to FY2022 is unusual and warrants further investigation.",medium,2,5
FB_017_4ABE7642,FB_017_4ABE7642_H1,Llama 3 70B Instruct,dollar_amount,"$8,814 million","$11,413 million",True,"The COGS value used in the inventory turnover ratio calculation ($11,413 million) does not match the reported COGS value for FY2022 ($11,608 million). This inconsistency raises concerns about the accuracy of the calculation.",high,2,5
FB_018_6E9F56BB,FB_018_6E9F56BB_H2,Llama 3 70B Instruct,dollar_amount,"$38,425 million","$27,446 million",True,"The calculation for Average Total Assets uses $27,446 million as Total Assets FY2021, which is inconsistent with the reported value of $38,425 million.",high,3,9
FB_018_6E9F56BB,FB_018_6E9F56BB_H1,Llama 3 70B Instruct,dollar_amount,"$39,339 million","$29,233 million",True,"The calculation for Average Total Assets uses $27,446 million as Total Assets FY2021, which is inconsistent with the reported value of $38,425 million.",high,3,9
FB_019_A187C1CC,FB_019_A187C1CC_H2,Llama 3 70B Instruct,dollar_amount,"$17,202 million","$14,425 million",False,,,1,7
FB_019_A187C1CC,FB_019_A187C1CC_H1,Llama 3 70B Instruct,dollar_amount,"$16,632 million","$10,104 million",False,,,1,7
FB_020_C68C8862,FB_020_C68C8862_H2,Llama 3 70B Instruct,dollar_amount,"$136,004 million","$179,626 million",True,"This figure does not match the supporting data, which lists FY2016 revenue as $136,004 million.",high,2,5
FB_020_C68C8862,FB_020_C68C8862_H1,Llama 3 70B Instruct,percentage,30.8%,26.6%,True,"The calculation provided does not match the given revenue figures. The correct calculation would be (177,866 - 136,004) / 136,004 * 100, which is approximately 30.8%, not 26.6%.",high,2,5
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H2,Llama 3 70B Instruct,dollar_amount,"$11,588 million","$14,743 million",False,,,0,3
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H1,Llama 3 70B Instruct,dollar_amount,"$3,033 million","$2,112 million",False,,,0,3
FB_022_466C1ED8,FB_022_466C1ED8_H2,Llama 3 70B Instruct,dollar_amount,"$1,205 million",$947 million,True,"The reported FY2020 net AR is suspiciously lower compared to the previous two years, with a 18% decrease from FY2019 and a 23% decrease from FY2018. This seems unusual given the company's stable operations.",medium,1,3
FB_022_466C1ED8,FB_022_466C1ED8_H1,Llama 3 70B Instruct,dollar_amount,"$1,063 million","$1,235 million",False,,,1,3
FB_024_214CEB4C,FB_024_214CEB4C_H3,Llama 3 70B Instruct,dollar_amount,"$2,843 million","$2,085 million",True,"Inconsistent with later reported value of $2,843 million for FY2022 Current Liabilities",high,2,8
FB_024_214CEB4C,FB_024_214CEB4C_H2,Llama 3 70B Instruct,dollar_amount,"$4,196 million","$2,926 million",True,"Inconsistent with earlier reported value of $2,085 million for FY2022 Current Liabilities",high,2,8
FB_024_214CEB4C,FB_024_214CEB4C_H1,Llama 3 70B Instruct,dollar_amount,"$1,058 million",$891 million,False,,,2,8
FB_025_E70F40EB,FB_025_E70F40EB_H3,Llama 3 70B Instruct,large_number,"1,200","1,669",False,,,1,7
FB_025_E70F40EB,FB_025_E70F40EB_H2,Llama 3 70B Instruct,large_number,"13,500","17,880",False,,,1,7
FB_025_E70F40EB,FB_025_E70F40EB_H1,Llama 3 70B Instruct,large_number,"1,100",897,False,,,1,7
FB_027_9BE33B25,FB_027_9BE33B25_H3,Llama 3 70B Instruct,percentage,20.5%,12.6%,True,"The calculated gross margin using the provided COGS and Total Revenue figures is 9.4%, not 12.6%",high,2,8
FB_027_9BE33B25,FB_027_9BE33B25_H2,Llama 3 70B Instruct,dollar_amount,"$10,000 million","$8,437 million",False,,,2,8
FB_027_9BE33B25,FB_027_9BE33B25_H1,Llama 3 70B Instruct,percentage,20.5%,9.4%,True,"The calculation is correct, but the figure is inconsistent with the initially reported 12.6%",medium,2,8
FB_028_C84B8000,FB_028_C84B8000_H2,Llama 3 70B Instruct,dollar_amount,$45 million,$38 million,True,"The reported restructuring liability for Q2 FY2022 is identical to the reported liability for Q2 FY2023, which seems suspiciously consistent and may indicate a fabrication or copying error.",medium,1,3
FB_028_C84B8000,FB_028_C84B8000_H1,Llama 3 70B Instruct,dollar_amount,$50 million,$38 million,True,"The reported restructuring liability for Q2 FY2022 is identical to the reported liability for Q2 FY2023, which seems suspiciously consistent and may indicate a fabrication or copying error.",medium,1,3
FB_029_CA5B2B49,FB_029_CA5B2B49_H2,Llama 3 70B Instruct,dollar_amount,"$2,200 million","$2,622 million",True,"The reported figure seems suspiciously precise, with an unusual number of significant digits. Financial reports often round figures to the nearest million or hundred million.",medium,1,3
FB_029_CA5B2B49,FB_029_CA5B2B49_H1,Llama 3 70B Instruct,dollar_amount,"$2,000 million","$1,517 million",False,,,1,3
FB_030_DF79B84F,FB_030_DF79B84F_H2,Llama 3 70B Instruct,dollar_amount,"$14,000 million","$16,612 million",True,"The reported FY 2023 Net Sales figure is inconsistent with the supporting data, which lists FY 2023 Net Sales as $14,000 million.",high,2,5
FB_030_DF79B84F,FB_030_DF79B84F_H1,Llama 3 70B Instruct,dollar_amount,"$13,500 million","$8,955 million",True,"The reported FY 2022 Net Sales figure is inconsistent with the supporting data, which lists FY 2022 Net Sales as $13,500 million.",high,2,5
FB_031_E5667B37,FB_031_E5667B37_H3,Llama 3 70B Instruct,dollar_amount,"$1,165 million",$762 million,False,,,1,5
FB_031_E5667B37,FB_031_E5667B37_H2,Llama 3 70B Instruct,dollar_amount,"$5,506 million","$7,678 million",False,,,1,5
FB_031_E5667B37,FB_031_E5667B37_H1,Llama 3 70B Instruct,percentage,21.2%,29.4%,True,"The calculated D&A margin seems suspiciously high, as it is unusual for a company like AMD to have a D&A margin above 20%. Additionally, the year-over-year changes in D&A margin are minimal, which is unusual given the significant changes in revenue.",high,1,5
FB_032_D18D6021,FB_032_D18D6021_H2,Llama 3 70B Instruct,dollar_amount,"$1,202 million","$1,474 million",True,"The supporting data lists inventory as $1,202 million, but the calculation uses $1,474 million, which is inconsistent.",high,2,5
FB_032_D18D6021,FB_032_D18D6021_H1,Llama 3 70B Instruct,dollar_amount,"$4,973 million","$6,844 million",True,"The calculation of the quick ratio uses $6,844 million as the current liabilities, but the supporting data lists current liabilities as $4,973 million, which is inconsistent.",high,2,5
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H3,Llama 3 70B Instruct,dollar_amount,"$10,800 million","$8,249 million",False,,,1,5
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H2,Llama 3 70B Instruct,dollar_amount,"$9,763 million","$6,395 million",True,"The segment revenues add up to more than the total revenue, which is an internal inconsistency.",high,1,5
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H1,Llama 3 70B Instruct,dollar_amount,"$3,763 million","$4,399 million",True,"The segment revenues add up to more than the total revenue, which is an internal inconsistency.",high,1,5
FB_034_BDBAA961,FB_034_BDBAA961_H3,Llama 3 70B Instruct,dollar_amount,"$16,420 million","$22,281 million",True,"The calculation seems incorrect, as $23,600 million - $22,281 million (FY2021 revenue) would be the correct subtraction, not $16,420 million.",high,1,5
FB_034_BDBAA961,FB_034_BDBAA961_H2,Llama 3 70B Instruct,percentage,43.8%,33.9%,False,,,1,5
FB_034_BDBAA961,FB_034_BDBAA961_H1,Llama 3 70B Instruct,dollar_amount,"$16,420 million","$10,590 million",True,"The calculation seems incorrect, as $23,600 million - $22,281 million (FY2021 revenue) would be the correct subtraction, not $16,420 million.",high,1,5
FB_035_15E1E864,FB_035_15E1E864_H3,Llama 3 70B Instruct,percentage,14.0%,6.4%,True,"The operating margin seems suspiciously low compared to the previous year's 17.0% and the year-over-year revenue growth of 19.2% (from USD 10,965 million to USD 13,031 million). A significant decline in operating margin without a corresponding decline in revenue is unusual.",medium,1,5
FB_035_15E1E864,FB_035_15E1E864_H2,Llama 3 70B Instruct,large_number,"1,832","2,445",False,,,1,5
FB_035_15E1E864,FB_035_15E1E864_H1,Llama 3 70B Instruct,large_number,"9,763","12,160",False,,,1,5
FB_036_47FD0B96,FB_036_47FD0B96_H2,Llama 3 70B Instruct,large_number,"1,028",802,False,,,1,6
FB_036_47FD0B96,FB_036_47FD0B96_H1,Llama 3 70B Instruct,large_number,"1,525","1,829",True,"The reported cash flow from operating activities for FY2021 is suspiciously close to the reported cash flow for FY2022 ($1,851 million). It is unusual for a company's operating cash flow to remain nearly constant from one year to the next.",medium,1,6
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H3,Llama 3 70B Instruct,dollar_amount,"$3,800 million","$3,135 million",False,,,2,6
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H2,Llama 3 70B Instruct,dollar_amount,"$3,100 million","$2,208 million",True,"The calculation seems incorrect, as $6,000 million - $3,100 million should equal $2,900 million, not $6,000 million - $2,208 million.",high,2,6
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H1,Llama 3 70B Instruct,dollar_amount,"$3,100 million","$2,500 million",True,"The denominator in the calculation seems incorrect, as it should be $3,100 million, not $2,500 million.",high,2,6
FB_038_9BAA83E2,FB_038_9BAA83E2_H2,Llama 3 70B Instruct,dollar_amount,"$23,600 million","$19,432 million",False,,,1,5
FB_038_9BAA83E2,FB_038_9BAA83E2_H1,Llama 3 70B Instruct,percentage,55%,51.7%,False,,,1,5
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H3,Llama 3 70B Instruct,dollar_amount,"$1,000 million","$1,372 million",False,,,2,9
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H2,Llama 3 70B Instruct,percentage,4.000%,0.010%,False,,,2,9
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H1,Llama 3 70B Instruct,dollar_amount,"$39,000 million","$46,807 million",False,,,2,9
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H2,Llama 3 70B Instruct,dollar_amount,"$51,000 million","$62,827 million",False,,,2,5
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H1,Llama 3 70B Instruct,percentage,21.6%,29.6%,True,"The revenue figures provided earlier suggest that the International revenue is $11,000 million and total revenue is $62,827 million. This would imply a percentage of around 17.5%, not 29.6%.",high,2,5
FB_041_EB5B1B78,FB_041_EB5B1B78_H3,Llama 3 70B Instruct,dollar_amount,"$36,090 million","$48,564 million",False,,,1,6
FB_041_EB5B1B78,FB_041_EB5B1B78_H2,Llama 3 70B Instruct,dollar_amount,"$4,825 million","$5,847 million",True,"The operating income for FY2020 is reported as $4,825 million, not $5,847 million, which is a discrepancy.",high,1,6
FB_041_EB5B1B78,FB_041_EB5B1B78_H1,Llama 3 70B Instruct,dollar_amount,"$36,090 million","$49,343 million",True,"The operating income for FY2020 is reported as $4,825 million, not $5,847 million, which is a discrepancy.",high,1,6
FB_042_1741E456,FB_042_1741E456_H2,Llama 3 70B Instruct,dollar_amount,"$18,816 million","$23,630 million",False,,,2,8
FB_042_1741E456,FB_042_1741E456_H1,Llama 3 70B Instruct,dollar_amount,"$28,842 million","$17,915 million",False,,,2,8
FB_043_1BA81F6A,FB_043_1BA81F6A_H3,Llama 3 70B Instruct,percentage,20.1%,24.1%,False,,,2,6
FB_043_1BA81F6A,FB_043_1BA81F6A_H2,Llama 3 70B Instruct,dollar_amount,"$7,667 million","$5,968 million",True,"The calculation seems incorrect. 19.0% of $7,667 million (Income Before Income Taxes in FY2022) would be approximately $1,456 million, not $1,459 million calculated from $5,968 million.",high,2,6
FB_043_1BA81F6A,FB_043_1BA81F6A_H1,Llama 3 70B Instruct,percentage,20.1%,31.3%,True,"The reported effective tax rate for FY2021 is 24.1%, not 31.3%. This discrepancy raises concerns about the accuracy of the entire calculation.",high,2,6
FB_044_899DEDA7,FB_044_899DEDA7_H3,Llama 3 70B Instruct,dollar_amount,"$106,196 million","$87,723 million",False,,,1,4
FB_044_899DEDA7,FB_044_899DEDA7_H2,Llama 3 70B Instruct,dollar_amount,"$58,160 million","$75,098 million",False,,,1,4
FB_044_899DEDA7,FB_044_899DEDA7_H1,Llama 3 70B Instruct,dollar_amount,"$50,000 million","$35,269 million",True,"The reported long-term debt for FY2020 seems suspiciously low compared to FY2021 and FY2022, considering the company's size and industry.",medium,1,4
FB_045_3960FE69,FB_045_3960FE69_H2,Llama 3 70B Instruct,percentage,5.1%,0.0%,True,"A 6.2 million increase in card members would imply a non-zero percentage increase, not 0.0%.",high,2,5
FB_045_3960FE69,FB_045_3960FE69_H1,Llama 3 70B Instruct,percentage,6.3%,0.1%,True,"A 7.2 million increase in card members would imply a higher percentage increase, not 0.1%.",high,2,5
FB_046_E323A993,FB_046_E323A993_H2,Llama 3 70B Instruct,dollar_amount,"$1,034 million","$1,420 million",True,"The reported cash dividend payout for FY2020 seems suspiciously low compared to FY2019, with a 24.5% decrease. This is unusual, as companies tend to maintain or increase their dividend payouts over time.",medium,1,3
FB_046_E323A993,FB_046_E323A993_H1,Llama 3 70B Instruct,dollar_amount,$977 million,$650 million,False,,,1,3
FB_047_A9C061FE,FB_047_A9C061FE_H3,Llama 3 70B Instruct,dollar_amount,"$1,426 million",$966 million,False,,,1,5
FB_047_A9C061FE,FB_047_A9C061FE_H2,Llama 3 70B Instruct,dollar_amount,"$1,019 million",$832 million,False,,,1,5
FB_047_A9C061FE,FB_047_A9C061FE_H1,Llama 3 70B Instruct,dollar_amount,$263 million,$208 million,False,,,1,5
FB_048_79F71CE3,FB_048_79F71CE3_H3,Llama 3 70B Instruct,dollar_amount,"$1,519 million","$1,823 million",False,,,1,9
FB_048_79F71CE3,FB_048_79F71CE3_H2,Llama 3 70B Instruct,dollar_amount,$684 million,$522 million,False,,,1,9
FB_048_79F71CE3,FB_048_79F71CE3_H1,Llama 3 70B Instruct,dollar_amount,$606 million,$721 million,False,,,1,9
FB_049_4416C718,FB_049_4416C718_H3,Llama 3 70B Instruct,dollar_amount,"$1,173 million",$924 million,False,,,1,9
FB_049_4416C718,FB_049_4416C718_H2,Llama 3 70B Instruct,percentage,2.9%,0.0%,True,"A 0% net profit margin is highly unusual for a company like Best Buy, which is a large retailer. It is likely that the net profit figure is incorrect or the calculation is wrong.",high,1,9
FB_049_4416C718,FB_049_4416C718_H1,Llama 3 70B Instruct,percentage,2.9%,0.0%,True,"A 0% net profit margin is highly unusual for a company like Best Buy, which is a large retailer. It is likely that the net profit figure is incorrect or the calculation is wrong.",high,1,9
FB_050_A0B82AEA,FB_050_A0B82AEA_H2,Llama 3 70B Instruct,dollar_amount,"$3,719 million","$2,780 million",False,,,1,3
FB_050_A0B82AEA,FB_050_A0B82AEA_H1,Llama 3 70B Instruct,dollar_amount,"$3,579 million","$4,922 million",False,,,1,3
FB_051_091D46D5,FB_051_091D46D5_H3,Llama 3 70B Instruct,dollar_amount,"$46,294 million","$29,580 million",False,,,3,10
FB_051_091D46D5,FB_051_091D46D5_H2,Llama 3 70B Instruct,dollar_amount,"$47,262 million","$55,020 million",True,"The revenue figure seems suspiciously high compared to the other years, with a significant jump from FY2020 and FY2022.",medium,3,10
FB_051_091D46D5,FB_051_091D46D5_H1,Llama 3 70B Instruct,percentage,2%,10.3%,True,This figure seems fabricated and is not supported by the provided data.,high,3,10
FB_052_FC76DF78,FB_052_FC76DF78_H3,Llama 3 70B Instruct,large_number,"1,846","1,157",False,,,1,5
FB_052_FC76DF78,FB_052_FC76DF78_H2,Llama 3 70B Instruct,large_number,"47,262","32,254",False,,,1,5
FB_052_FC76DF78,FB_052_FC76DF78_H1,Llama 3 70B Instruct,large_number,"1,570","1,229",False,,,1,5
FB_053_05E755A5,FB_053_05E755A5_H3,Llama 3 70B Instruct,dollar_amount,"$1,518 million","$1,210 million",True,"The reported cash flow from operating activities in FY2023 is $1,210 million, not $1,518 million, which is a discrepancy of $308 million.",high,1,9
FB_053_05E755A5,FB_053_05E755A5_H2,Llama 3 70B Instruct,large_number,"1,188","1,421",False,,,1,9
FB_053_05E755A5,FB_053_05E755A5_H1,Llama 3 70B Instruct,large_number,"1,045",852,False,,,1,9
FB_054_F1BBC565,FB_054_F1BBC565_H3,Llama 3 70B Instruct,dollar_amount,"$1,200 million",$911 million,True,"Inconsistent with supporting data, which claims FY 2023 Cash and Cash Equivalents to be $1,200 million",high,2,6
FB_054_F1BBC565,FB_054_F1BBC565_H2,Llama 3 70B Instruct,dollar_amount,"$3,200 million","$2,191 million",False,,,2,6
FB_054_F1BBC565,FB_054_F1BBC565_H1,Llama 3 70B Instruct,dollar_amount,"$1,200 million",$789 million,True,"Inconsistent with previously stated FY 2023 Cash and Cash Equivalents values ($911 million and $1,200 million)",high,2,6
FB_055_B75D0172,FB_055_B75D0172_H3,Llama 3 70B Instruct,large_number,"1,024",822,True,"The supporting data claims 1,272 stores in Q2 FY2024, which contradicts the primary metric.",high,3,5
FB_055_B75D0172,FB_055_B75D0172_H2,Llama 3 70B Instruct,large_number,"1,040",698,True,"The supporting data claims 1,040 stores in Q2 FY2023, which contradicts the primary metric.",high,3,5
FB_055_B75D0172,FB_055_B75D0172_H1,Llama 3 70B Instruct,large_number,"1,024","1,272",False,,,3,5
FB_056_E46FAB20,FB_056_E46FAB20_H3,Llama 3 70B Instruct,dollar_amount,"$1,800 million","$1,519 million",True,"Suspiciously precise figure, especially compared to other categories with rounder numbers.",medium,2,10
FB_056_E46FAB20,FB_056_E46FAB20_H2,Llama 3 70B Instruct,dollar_amount,$600 million,$738 million,False,,,2,10
FB_056_E46FAB20,FB_056_E46FAB20_H1,Llama 3 70B Instruct,dollar_amount,"$1,900 million","$1,307 million",True,"Another suspiciously precise figure, and a relatively small change from Q2 FY2024.",medium,2,10
FB_057_2D006C3F,FB_057_2D006C3F_H3,Llama 3 70B Instruct,dollar_amount,$467.5 million,$606.8 million,True,"The calculation is incorrect, the correct calculation is $1,059.4 million / $467.5 million, not $606.8 million.",high,1,9
FB_057_2D006C3F,FB_057_2D006C3F_H2,Llama 3 70B Instruct,dollar_amount,$360.6 million,$259.8 million,False,,,1,9
FB_057_2D006C3F,FB_057_2D006C3F_H1,Llama 3 70B Instruct,dollar_amount,"$1,197.5 million",$788.1 million,False,,,1,9
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H3,Llama 3 70B Instruct,dollar_amount,"$4,711 million","$5,585 million",True,"Inconsistent with supporting data, which reports FY2019 Total Revenue as $4,711 million",high,3,5
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H2,Llama 3 70B Instruct,percentage,101.6%,91.9%,True,"Calculation is based on incorrect figures, leading to an inaccurate growth rate",high,3,5
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H1,Llama 3 70B Instruct,dollar_amount,"$9,493 million","$12,544 million",True,"Inconsistent with supporting data, which reports FY2020 Total Revenue as $12,544 million",high,3,5
FB_060_D8048F85,FB_060_D8048F85_H2,Llama 3 70B Instruct,dollar_amount,"$83,535 million","$115,274 million",True,"The reported net property, plant, and equipment value is higher than the total assets value, which is unusual and suggests an error.",high,1,4
FB_060_D8048F85,FB_060_D8048F85_H1,Llama 3 70B Instruct,dollar_amount,"$139,660 million","$85,028 million",False,,,1,4
FB_061_B30537F0,FB_061_B30537F0_H3,Llama 3 70B Instruct,dollar_amount,"$62,283 million","$52,278 million",False,,,2,11
FB_061_B30537F0,FB_061_B30537F0_H2,Llama 3 70B Instruct,dollar_amount,"$21,319 million","$13,434 million",True,"The value seems inconsistent with the FY2021 Global Services revenue reported earlier as $13,434 million.",high,2,11
FB_061_B30537F0,FB_061_B30537F0_H1,Llama 3 70B Instruct,percentage,23.0%,14.4%,True,"The percentage seems low compared to the FY2021 and FY2020 percentages, which were 34.2% and 26.5%, respectively.",medium,2,11
FB_062_CCEDD88C,FB_062_CCEDD88C_H1,Llama 3 70B Instruct,dollar_amount,"$156,898 million","$191,569 million",True,"The figure seems suspiciously precise, with an unusual number of digits. It's uncommon for a company's total liabilities to be reported with such exactness.",medium,1,1
FB_063_38B981AD,FB_063_38B981AD_H2,Llama 3 70B Instruct,percentage,7.1%,0.9%,True,"The calculation seems incorrect, as the gross profit of $4,195 million divided by the total revenue of $58,658 million (not $71,042 million) would result in a gross margin of around 7.2%, not 0.9%.",high,1,7
FB_063_38B981AD,FB_063_38B981AD_H1,Llama 3 70B Instruct,dollar_amount,"$58,658 million","$71,042 million",True,"The calculation seems incorrect, as the gross profit of $4,195 million divided by the total revenue of $58,658 million (not $71,042 million) would result in a gross margin of around 7.2%, not 0.9%.",high,1,7
FB_064_7576A9AF,FB_064_7576A9AF_H3,Llama 3 70B Instruct,dollar_amount,"$14,800 million","$12,426 million",False,,,2,9
FB_064_7576A9AF,FB_064_7576A9AF_H2,Llama 3 70B Instruct,dollar_amount,"$15,300 million","$18,525 million",False,,,2,9
FB_064_7576A9AF,FB_064_7576A9AF_H1,Llama 3 70B Instruct,dollar_amount,"$15,100 million","$19,162 million",False,,,2,9
FB_065_8F3B2425,FB_065_8F3B2425_H3,Llama 3 70B Instruct,dollar_amount,"$58,658 million","$41,886 million",False,,,2,8
FB_065_8F3B2425,FB_065_8F3B2425_H2,Llama 3 70B Instruct,dollar_amount,"$26,210 million","$18,532 million",False,,,2,8
FB_065_8F3B2425,FB_065_8F3B2425_H1,Llama 3 70B Instruct,dollar_amount,$382 billion,$469 billion,True,"The reported backlog figure seems unusually round, with a suspiciously clean billion-dollar amount. This could be a fabricated or inaccurate figure.",medium,2,8
FB_067_92C7D508,FB_067_92C7D508_H3,Llama 3 70B Instruct,percentage,20.0%,9.5%,False,,,1,6
FB_067_92C7D508,FB_067_92C7D508_H2,Llama 3 70B Instruct,dollar_amount,"$1,200 million","$1,513 million",False,,,1,6
FB_067_92C7D508,FB_067_92C7D508_H1,Llama 3 70B Instruct,dollar_amount,"$5,500 million","$3,936 million",False,,,1,6
FB_068_46FFC913,FB_068_46FFC913_H2,Llama 3 70B Instruct,dollar_amount,"$86,180.5 million","$58,656.0 million",True,"Calculation error: the correct average total assets should be ($86,185 million + $86,176 million) / 2 = $86,180.5 million, not $58,656.0 million",high,1,7
FB_068_46FFC913,FB_068_46FFC913_H1,Llama 3 70B Instruct,percentage,1.45%,0.01%,False,,,1,7
FB_069_15B93D82,FB_069_15B93D82_H2,Llama 3 70B Instruct,percentage,44.2%,51.5%,True,"The calculation provided in the output does not match the claimed COGS percentage margin. The correct calculation yields 44.2%, not 51.5%.",high,1,6
FB_069_15B93D82,FB_069_15B93D82_H1,Llama 3 70B Instruct,dollar_amount,"$33,014 million","$25,413 million",False,,,1,6
FB_070_4418F850,FB_070_4418F850_H3,Llama 3 70B Instruct,dollar_amount,"$7,964 million","$5,694 million",True,"Inconsistent with calculation of dividend payout ratio, which uses $5,694 million as Total Cash Dividends Paid",high,2,4
FB_070_4418F850,FB_070_4418F850_H2,Llama 3 70B Instruct,dollar_amount,"$11,952 million","$14,585 million",True,"Inconsistent with calculation of dividend payout ratio, which uses $14,585 million as Net Income Attributable to Shareholders",high,2,4
FB_070_4418F850,FB_070_4418F850_H1,Llama 3 70B Instruct,dollar_amount,"$11,952 million","$14,512 million",True,"Inconsistent with calculation of dividend payout ratio, which uses $14,585 million as Net Income Attributable to Shareholders",high,2,4
FB_071_0CB99E74,FB_071_0CB99E74_H3,Llama 3 70B Instruct,dollar_amount,"$3,167 million","$4,292 million",True,"The calculation seems incorrect, as $4,292 million is not mentioned anywhere in the provided data, and the correct calculation would be $3,167 million - $3,056 million = $111 million",high,1,6
FB_071_0CB99E74,FB_071_0CB99E74_H2,Llama 3 70B Instruct,dollar_amount,$111 million,$73 million,True,"The calculation seems incorrect, as $4,292 million is not mentioned anywhere in the provided data, and the correct calculation would be $3,167 million - $3,056 million = $111 million",high,1,6
FB_071_0CB99E74,FB_071_0CB99E74_H1,Llama 3 70B Instruct,dollar_amount,"$10,248 million","$7,381 million",False,,,1,6
FB_072_05A484DC,FB_072_05A484DC_H2,Llama 3 70B Instruct,dollar_amount,"$11,500 million","$8,255 million",True,"The total revenue for FY2019 is stated as $8,255 million, not $11,500 million.",high,2,8
